Select Workspace,Supplier Primary Address,
Select Workspaces,Supplier Primary Contact,
Select a Brand Image first.,Supplier Quotation,
Select a DocType to make a new format,Supplier Scorecard,
Select a field to edit its properties.,Supplier Scorecard Scoring Standing,
Select a group node first.,Supplier Scorecard Scoring Variable,
Select a valid Sender Field for creating documents from Email,Supplier Scorecard Setup,
Select a valid Subject field for creating documents from Email,Supplier Scorecard Standing,
Select an Image,Supplier Scorecard Variable,
Select an app to continue,Supplier delivers to Customer,
Select an existing format to edit or start a new format.,Supplier {0} not found in {1},
Select an image of approx width 150px with a transparent background for best results.,Supplier(s),
Select atleast 1 record for printing,Supply Raw Materials for Purchase,
Select atleast 2 actions,Support,
Select list item,Support Team,Description of a list view shortcut
Select multiple list items,Support Tickets,Description of a list view shortcut
Select or drag across time slots to create a new event.,Suspend Sending,
Select records for assignment,Suspended,
Select records for removing assignment,Switch Between Payment Modes,
Select the label after which you want to insert new field.,Sync with Google Contacts,
Select two versions to view the diff.,Synchronize all accounts every hour,
Select {0},System Console,
Self approval is not allowed,System Notification,
Send,TDS Deducted,
Send <b>at the earliest</b> this number of minutes before or after the reference datetime. The actual sending may be delayed by up to 5 minutes due to the scheduler's trigger cadence.,TDS Payable,
Send After,TDS Rate %,
Send Alert On,Target Location or To Employee is required while receiving Asset {0},
Send Email Alert,Target Serial No,
Send Email At,Target Warehouse,
Send Email On State,Target Warehouse Address,
Send Email Print Attachments as PDF (Recommended),Target Warehouse Address Link,
Send Email To Creator,Target Warehouse Reservation Error,
Send Email for Successful Backup,Target Warehouse is required before Submit,
Send Email for Successful backup,Target Warehouse is set for some items but the customer is not an internal customer.,
Send Me A Copy of Outgoing Emails,Task Name,
Send Notification To,Task Progress,
Send Notification to,Task Type,
Send Notifications For Documents Followed By Me,Task Weight,
Send Notifications For Email Threads,Task {0} depends on Task {1}. Please add Task {1} to the Tasks list.,
Send Notifications To,Tax Exemption Proofs,
Send Now,Tax ID,
Send Print as PDF,Tax Id,
Send Read Receipt,Tax Id:,
Send System Notification,Tax Rate,
Send Test Email,Tax Rates,
Send To All Assignees,Tax Rule,
Send Unsubscribe Link,Tax Settings,
Send Web View Link,Tax Template is mandatory.,
Send Welcome Email,Tax Total,
Send a test email,Tax Type,
Send again,Tax Withheld Vouchers,
Send alert if date matches this field's value,Tax Withholding,
Send alert if datetime matches this field's value,Tax Withholding Account,
Send alert if this field's value changes,Tax Withholding Category,
Send an email reminder in the morning,Tax Withholding Category {} against Company {} for Customer {} should have Cumulative Threshold value.,
Send days before or after the reference date,Tax Withholding Details,
Send email when document transitions to the state.,Tax Withholding Net Total,
Send enquiries to this email address,Tax Withholding Rate,
Send login link,Tax Withholding Rates,
Send me a copy,"Tax detail table fetched from item master as a string and stored in this field.
Used for Taxes and Charges",
Send now,Tax on additional salary,
Send only if there is any data,Tax on flexible benefit,
Send unsubscribe message in email,Taxable Earnings Till Date,
Sender,Taxable Salary Slabs,
Sender Email,Taxes,
Sender Email Field,Taxes & Charges,
Sender Field should have Email in options,Taxes and Charges,
Sender Name,Taxes and Charges Added,
Sender Name Field,Taxes and Charges Added (Company Currency),
Sendgrid,Taxes and Charges Calculation,
Sending,Taxes and Charges Deducted,
Sending emails,Taxes and Charges on Income Tax,
Sending...,Taxes row #{0}: {1} cannot be smaller than {2},
Sent,Taxi,
Sent Folder Name,Team,
Sent On,Team Member,
Sent Read Receipt,Team Members,
Sent To,Team Members Subtitle,
Sent or Received,Team Updates,
Sent/Received Email,Telemetry,
Separator,Template,
Sequence Id,Template File,
Series List for this Transaction,The Campaign '{0}' already exists for the {1} '{2}',
Series Updated for {},"""The Client ID obtained from the Google Cloud Console under <a href=""""https://console.cloud.google.com/apis/credentials"""">
""""APIs &amp; Services"""" &gt; """"Credentials""""
</a>""",
Series counter for {} updated to {} successfully,The Condition '{0}' is invalid,
Series {0} already used in {1},The GL Entries and closing balances will be processed in the background it can take a few minutes.,
Server Action,The GL Entries will be cancelled in the background it can take a few minutes.,
Server Error,The Loyalty Program isn't valid for the selected company,
Server IP,The Next Scheduled Date cannot be later than the End Date.,
Server Script,The Payment Request {0} is already paid cannot process payment twice,
Server Scripts are disabled. Please enable server scripts from bench configuration.,The Payment Term at row {0} is possibly a duplicate.,
Server Scripts feature is not available on this site.,The Pick List having Stock Reservation Entries cannot be updated. If you need to make changes we recommend cancelling the existing Stock Reservation Entries before updating the Pick List.,
Server was too busy to process this request. Please try again.,The Process Loss Qty has reset as per job cards Process Loss Qty,
Service,The Push Relay Server URL key (`push_relay_server_url`) is missing in your site config,
Session Default,The field Equity/Liability Account cannot be blank.,
Session Default Settings,The field From Shareholder cannot be blank.,
Session Defaults,The field To Shareholder cannot be blank.,
Session Defaults Saved,The field {0} in row {1} is not set.,
Session Expired,The field {0} is mandatory.,
Session Expiry (idle timeout),The field name you've specified in Attached To Field is invalid.,
Session Expiry must be in format {0},The fields From Shareholder and To Shareholder cannot be blank.,
Set,The first Approver in the list will be set as the default Approver.,
Set Banner from Image,The following batches are expired; please restock them: <br> {0}.,
Set Chart,The following employees are currently still reporting to {0}:,
"Set Default Options for all charts on this Dashboard (Ex: ""colors"": [""#d1d8dd"", ""#ff5858""])",The following invalid Pricing Rules are deleted:,
Set Dynamic Filters,The following values do not exist for {0}: {1}.,
Set Filters,The following {0} were created: {1}.,
Set Filters for {0},The fraction of Daily Salary per Leave should be between 0 and 1.,
Set Level,The items {items} are not marked as {type_of} item. You can enable them as {type_of} item from their Item masters.,
Set Limit,The job card {0} is in {1} state and you cannot complete.,
Set Naming Series options on your transactions.,The limit has not been set for the user type {0} in the site config file.,
Set New Password,The link will expire in {0} minutes.,
Set Number of Backups,The lowest tier must have a minimum spent amount of 0. Customers need to be part of a tier as soon as they are enrolled in the program.,
Set Password,The metrics for this report are calculated based on {0}. Please set {0} in {1}.,
Set Permissions,The name that will appear in Google Calendar.,
Set Properties,The number of shares and the share numbers are inconsistent.,
Set Property After Alert,The operation {0} cannot add multiple times.,
Set Quantity,The operation {0} cannot be the sub-operation.,
Set Role For,The payment gateway account in plan {0} is different from the payment gateway account in this payment request.,
Set User Permissions,"""The percentage you are allowed to transfer more against the quantity ordered. For example, if you have ordered 100 units, and your Allowance is 10%, then you are allowed to transfer 110 units.""",
Set Value,"""The project number obtained from Google Cloud Console under <a href=""""https://console.cloud.google.com/iam-admin/settings"""">
""""IAM &amp; Admin"""" &gt; """"Settings""""
</a>.""",
Set all private,Are you sure you want to proceed?,
Set all public,The reserved stock will be released. Are you sure you want to proceed?,
Set as Default,The resource you are looking for is not available.,
Set as Default Theme,The role {0} should be a custom role.,
Set by user,The selected document {0} is not a {1}.,
Set dynamic filter values in JavaScript for the required fields here.,The serial and batch bundle {0} not linked to {1} {2}.,
Set non-standard precision for a Float or Currency field,The shares already exist.,
Set only once,The shares don't exist with the {0}.,
Set size in MB,The system provides many pre-defined roles. You can add new roles to set finer permissions.,
"Set the filters here. For example:
<pre class=""small text-muted""><code>
[{
	fieldname: ""company"",
	label: __(""Company""),
	fieldtype: ""Link"",
	options: ""Company"",
	default: frappe.defaults.get_user_default(""Company""),
	reqd: 1
},
{
	fieldname: ""account"",
	label: __(""Account""),
	fieldtype: ""Link"",
	options: ""Account"",
	reqd: 1
}]
</code></pre>",The time after the shift start time when check-in is considered late (in minutes).,
Setting,The {0} ({1}) must be equal to {2} ({3}).,
Setting this Address Template as default as there is no other default,Theme Configuration.,
Setting up Global Search documents.,Theme URL.,
Setting up your system,Theory.,
Settings,There are documents which have workflow states that do not exist in this Workflow. It is recommended that you add these states to the Workflow and change their states before removing these states.,
Settings Dropdown,"""There are inconsistencies between the rate, number of shares, and the amount calculated.""",
Settings for Contact Us Page,There are more holidays than working days this month.,
Settings for the About Us Page,There are no active Fiscal Years for which Demo Data can be generated.,
Settings to control blog categories and interactions like comments and likes,There are no slots available on this date.,
Setup,There are only {0} assets created or linked to {1}. Please create or link {2} assets with the respective document.,
Setup > Customize Form,"""There are two options to maintain the valuation of stock: FIFO (first in - first out) and Moving Average. To understand this topic in detail, please visit <a href='https://docs.erpnext.com/docs/v13/user/manual/en/stock/articles/item-valuation-fifo-and-moving-average' target='_blank'>Item Valuation, FIFO and Moving Average.</a>""",
Setup > User,There are {0} with the same filters already in the queue:,
Setup > User Permissions,There aren't any item variants for the selected item,
Setup Auto Email,There can be multiple tiered collection factors based on the total spent. But the conversion factor for redemption will always be the same for all the tiers.,
Setup Complete,There can be only 9 Page Break fields in a Web Form,
Setup Series for transactions,There can be only one Fold in a form,
Setup Wizard,There can only be 1 Account per Company in {0} {1},
Setup failed,"""There can only be one Shipping Rule Condition with 0 or blank value for """"To Value""""""",
Share,There is already an active Subcontracting BOM {0} for the Finished Good {1}.,
Share With,There is nothing new to show you right now.,
Share this document with,There is some problem with the file URL: {0},
Share {0} with,There is {0} with the same filters already in the queue:,
Shared,There must be at least 1 Finished Good in this Stock Entry,
Shared with the following Users with Read access:{0},There must be at least one permission rule.,
Shipping,"""This check-in is outside assigned shift hours and will not be considered for attendance. If a shift is assigned, adjust its time window and Fetch Shift again.""",
Shipping Address,This covers all scorecards tied to this Setup,
Shop,This file is attached to a protected document and cannot be deleted.,
Short Name,This filter will be applied to Journal Entry.,
Short keyboard patterns are easy to guess,This format is used if a country-specific format is not found.,
Shortcuts,This goes above the slideshow.,
Show,This is a Template BOM and will be used to make the work order for {0} of the item {1}.,
"Show ""Call to Action"" in Blog",This is a background report. Please set the appropriate filters and then generate a new one.,
Show Absolute Values,This is a location where the final product is stored.,
Show All,This is a location where raw materials are available.,
Show Calendar,This is a root account and cannot be edited.,
Show Currency Symbol on Right Side,This is a root salesperson and cannot be edited.,
Show Dashboard,This is a root supplier group and cannot be edited.,
Show Document,This is a top-100 common password.,
Show Error,This is a virtual doctype and data is cleared periodically.,
Show Fieldname (click to copy on clipboard),This is an example Google SERP Preview.,
Show First Document Tour,This is based on stock movement. See {0} for details.,
Show Form Tour,This is based on the Time Sheets created against this project.,
Show Full Error and Allow Reporting of Issues to the Developer,This is based on the attendance of this Employee.,
Show Full Form?,This is based on transactions against this Salesperson. See the timeline below for details.,
Show Keyboard Shortcuts,This item filter has already been applied for the {0}.,
Show Labels,This link has already been activated for verification.,
Show Language Picker,This link is invalid or expired. Please make sure you have pasted it correctly.,
Show Line Breaks after Sections,This newsletter was scheduled to send on a later date. Are you sure you want to send it now?,
Show Links,This report contains {0} rows and is too big to display in the browser; you can {1} this report instead.,
Show More Activity,This report was generated on {0}.,
Show Only Failed Logs,This request has not yet been approved by the user.,
Show Percentage Stats,This schedule was created when Asset {0} was scrapped.,
Show Permissions,This schedule was created when Asset {0} was sold through Sales Invoice {1}.,
Show Preview,This schedule was created when Asset {0} was updated after being split into new Asset {1}.,
Show Preview Popup,This schedule was created when Asset {0}'s Asset Repair {1} was cancelled.,
Show Processlist,This schedule was created when Asset {0}'s Asset Value Adjustment {1} was cancelled.,
Show Related Errors,This schedule was created when Asset {0}'s shifts were adjusted through Asset Shift Allocation {1}.,
Show Report,"""This section allows the user to set the Body and Closing text of the Dunning Letter for the Dunning Type based on language, which can be used in Print.""",
Show Saved,"""This table is used to set details about the 'Item', 'Qty', 'Basic Rate', etc.""",
Show Section Headings,This title will be used as the title of the webpage as well as in meta tags.,
Show Sidebar,This tool helps you to update or fix the quantity and valuation of stock in the system. It is typically used to synchronise the system values and what actually exists in your warehouses.,
Show Tags,This value shall be used when no matching Common Code for a record is found.,
Show Title,This will log out {0} from all other devices.,
Show Title in Link Fields,This will overwrite the tax component {0} in the salary slip and tax won't be calculated based on the Income Tax Slabs.,
Show Totals,This will permanently remove your data.,
Show Tour,This will reset this tour and show it to all users. Are you sure?,
Show Traceback,This will submit Salary Slips and create accrual Journal Entry. Do you want to proceed?,
Show Warnings,Threshold for Suggestion (In Percentage),
Show Weekends,Throttled,
Show account deletion link in My Account page,Thumbnail,
Show all Versions,Thumbnail URL,
Show all activity,Thursday,
Show all blogs,Tier Name,
Show as cc,Time,
Show attachments,Time (In Mins),
Show footer on login,Time Format,
Show full form instead of a quick entry modal,Time In Mins,
Show in Module Section,Time Interval,
Show in filter,Time Required (In Mins),
Show link to document,Time Series,
Show list,Time Series Based On,
Show more details,Time Sheet,
Show on Timeline,Time Sheets,
Show percentage difference according to this time interval,Time Window (Seconds),
Show sidebar,Time Zone,
"Show title in browser window as ""Prefix - title""",Time Zones,
Show {0} List,Time in mins,
Showing only Numeric fields from Report,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,
Showing only first {0} rows out of {1},Time logs are required for {0} {1},
Sidebar,Time slot is not available,
Sidebar Items,Time taken to fill the open positions,
Sidebar Settings,Time to Fill,
Sidebar and Comments,Time {0} must be in format: {1},
Sign Up and Confirmation,Time(in mins),
Sign Up is disabled,Timed Out,
Sign up,Timeless Night,
Sign ups,Timeline,
Signature,Timeline Field,
Signup Disabled,Timeout (In Seconds),
Signups have been disabled for this website.,Timer,
"Simple Python Expression, Example: Status in (""Closed"", ""Cancelled"")",Timer exceeded the given hours.,
"Simple Python Expression, Example: Status in (""Invalid"")",Timeseries,
"Simple Python Expression, Example: status == 'Open' and type == 'Bug'",Timesheet Billing Summary,
Simultaneous Sessions,Timesheet {0} is already completed or cancelled,
Single DocTypes cannot be customized.,Timespan,
Single Types have only one record no tables associated. Values are stored in tabSingles,Title,
"Site is running in read only mode for maintenance or site update, this action can not be performed right now. Please try again later.",Title Prefix,
Size,Title field must be a valid fieldname,
Size (MB),Title of the page,
Skip,To Date,
Skip Authorization,To Date Field,
Skip Step,To Date should be within the Fiscal Year. Assuming To Date = {0},
Skipped,To Datetime,
Skipping Duplicate Column {0},To Deliver,
Skipping Untitled Column,To Do,
Skipping column {0},To Doctype,
Skipping fixture syncing for doctype {0} from file {1},To Due Date,
"Skipping {0} of {1}, {2}",To Employee,
Skype,To Fiscal Year,
Slack,To Invoice Date,
Slack Channel,To No,
Slack Webhook Error,To Package No.,
Slack Webhook URL,To Pay,
Slideshow,To Payment Date,
Slideshow Items,To Posting Date,
Slideshow Name,To Produce,
Slideshow like display for the website,To Range,
Slug,To Receive,
Small Text,To Reference Date,
Smallest Currency Fraction Value,To Rename,
Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,To Shareholder,
Snippet and more variables:  {0},To Time cannot be before from date,
Social,To Track inbound purchase,
Social Link Settings,To User,
Social Link Type,To Value,
Social Login Key,To Warehouse,
Social Login Provider,To Warehouse (Optional),
Social Logins,To add Operations tick the 'With Operations' checkbox.,
SocketIO Ping Check,"""To add dynamic subject, use jinja tags like\
|<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>""",
SocketIO Transport Mode,"""To add dynamic subject, use jinja tags like\
|<div><pre><code>{{ doc.name }} Delivered</code></pre></div>""",
Soft-Bounced,"""To add dynamic values from the document, use jinja tags like\
|<div>
<pre><code>{ """"id"""": """"{{ doc.name }}"""" }</code>
</pre>
</div>""",
Some columns might get cut off when printing to PDF. Try to keep number of columns under 10.,"""To allow over receipt / delivery, update """"Over Receipt/Delivery Allowance"""" in Stock Settings or the Item.""",
"Some mailboxes require a different Sent Folder Name e.g. ""INBOX.Sent""",To and CC,
Some of the features might not work in your browser. Please update your browser to the latest version.,To apply condition on parent field use parent.field_name and to apply condition on child table use doc.field_name. Here field_name could be based on the actual column name of the respective field.,
Something went wrong,To apply for a Half Day check 'Half Day' and select the Half Day Date,
Something went wrong during the token generation. Click on {0} to generate a new one.,To be Delivered to Customer,
Something went wrong.,To cancel a {} you need to cancel the POS Closing Entry {}.,
Sorry! I could not find what you were looking for.,"""To configure Auto Repeat, enable """"Allow Auto Repeat"""" from {0}.""",
Sorry! You are not permitted to view this page.,To create a Payment Request reference document is required,
Sort Ascending,To date can not greater than employee's relieving date,
Sort Descending,To date cannot be before from date,
Sort Field,To enable Capital Work in Progress Accounting,
Sort Options,To enable it follow the instructions in the following link: {0},
Sort Order,"""To enable server scripts, read the {0}.""",
Sort field {0} must be a valid fieldname,"""To export this step as JSON, link it in a Onboarding document and save the document.""",
Source,"""To get the updated report, click on {0}.""",
Source Name,"""To overwrite the salary component amount for a tax component, please enable {0}""",
Source Text,To print output use <code>print(text)</code>,
Spacer,Today {0} at our Company! 🎉,
Spam,Today {0} completed {1} year(s) at our Company! 🎉,
SparkPost,Toggle Chart,
Special Characters are not allowed,Toggle Full Width,
"Special Characters except '-', '#', '.', '/', '{{' and '}}' not allowed in naming series {0}",Toggle Grid View,
"Specify a custom timeout, default timeout is 1500 seconds",Toggle Sidebar,
"Specify the domains or origins that are permitted to embed this form. Enter one domain per line (e.g., https://example.com). If no domains are specified, the form can only be embedded on the same origin.",Token,
Splash Image,Token Cache,
Sr,Top,
Sr No.,Top 10,
Stack Trace,Top Bar Item,
Standard,Topic,
Standard DocType can not be deleted.,Total (Credit),
"Standard DocType cannot have default print format, use Customize Form",Total (Without Tax),
Standard Not Set,Total Absent,
Standard Permissions,Total Achieved,
Standard Print Format cannot be updated,Total Actual,
Standard Print Style cannot be changed. Please duplicate to edit.,Total Actual Amount,
Standard Reports cannot be deleted,Total Advance,
Standard Reports cannot be edited,Total Advance Amount,
Standard Sidebar Menu,Total Allocated Leave(s),
"Standard Web Forms can not be modified, duplicate the Web Form instead.",Total Amount Currency,
Standard rich text editor with controls,Total Amount in Words,
Standard roles cannot be disabled,Total Applicable Charges in Purchase Receipt Items table must be the same as Total Taxes and Charges,
Standard roles cannot be renamed,Total Asset,
Standard user type {0} can not be deleted.,Total Assets,
Standings,Total Billable Amount,
Start,Total Billable Amount (via Timesheet),
Start Date,Total Billed Amount,
Start Date Field,Total Billed Amount (via Sales Invoice),
Start Import,Total Budget,
Start Recording,Total Commission,
Start Time,Total Consumed Material Cost (via Stock Entry),
Start a new discussion,Total Costing Amount,
Start entering data below this line,Total Deduction (Company Currency),
Start new Format,Total Delivered Amount,
StartTLS,Total Early Exits,
Started,Total Earning,
Started At,Total Earnings,
Starting Frappe ...,Total Estimated Budget,
Starts on,Total Exemption Amount,
State,Total Expense,
State Properties,Total Expense Amount,
State/Province,Total Expense Claim (via Expense Claim),
States,Total Expense Claim (via Expense Claims),
Static Parameters,Total Expense This Year,
Statistics,Total Forecast (Future Data),
Stats,Total Forecast (Past Data),
Stats Time Interval,Total Gain/Loss,
Stats based on last month's performance (from {0} to {1}),Total Goal Score,
Stats based on last week's performance (from {0} to {1}),Total Gross Pay,
Status,Total Hold Time,
Status Updated,Total Images,
Status Updated. The email will be picked up in the next scheduled run.,Total Income,
Status: {0},Total Interest Amount,
Step,Total Issues,
Steps,Total Items,
Steps to verify your login,Total Late Entries,
Sticky,Total Leave Days,
Stop,Total salary booked for this employee from the beginning of the month up to the current salary slip's end date.,
Stopped,Track Steps,
Storage Usage (MB),Track if your email has been opened by the recipient.,
Storage Usage By Table,Track milestones for any document,
Store Attached PDF Document,Track separate Income and Expense for product verticals or divisions.,
Stores the JSON of last known versions of various installed apps. It is used to show release notes.,Tracking Status Info,
Stores the datetime when the last reset password key was generated.,Tracking URL,
Straight rows of keys are easy to guess,Train,
Strip EXIF tags from uploaded images,Trainer Name,
Strong,Training,
Style,Training Event,
Style Settings,Training Event Employee,
"Style represents the button color: Success - Green, Danger - Red, Inverse - Black, Primary - Dark Blue, Info - Light Blue, Warning - Orange",Training Event:,
Stylesheet,Training Events,
"Sub-currency. For e.g. ""Cent""",Transaction Error,
Sub-domain provided by erpnext.com,Transaction Exchange Rate,
Subdomain,Transferred,
Subject,Transferred Qty,
Subject Field,Transferred Qty {0} cannot be greater than Reserved Qty {1} for item {2},
"Subject Field type should be Data, Text, Long Text, Small Text, Text Editor",Transferred Quantity,
Submission Queue,Transgender,
Submit,Transit Entry,
Submit After Import,Transition Rules,
Submit an Issue,Translation,
Submit another response,Translations,Button in web form
Submit button label,Transport Receipt Date,
Submit on Creation,Transport Receipt No,
Submit this document to complete this step.,Transporter Info,
Submit this document to confirm,Transporter Name,
Submit {0} documents?,Travel,Title of confirmation dialog
Submitted,Travel Advance Required,
Submitted Document cannot be converted back to draft. Transition row {0},Travel Expenses,
Submitted document cannot be converted back to draft while transitioning from <b>{0} State</b> to <b>{1} State</b>,Travel From,
Submitting,Travel Funding,Freeze message while submitting a document
Submitting {0},Travel Request Costing,
Subsidiary,Trialing,
Subtitle,Trigger Primary Action,
Success,Trim Table,
Success Action,Truncates 'Remarks' column to set character length,
Success Message,Try Again,
Success URI,Try to avoid repeated words and characters,
Success URL,Try to use a longer keyboard pattern with more turns,
Success message,Tuesday,
Success title,Twice Daily,
Success! You are good to go 👍,Two Factor Authentication,
Successful Job Count,Two-way,
Successful Transactions,Type,
Successful: {0} to {1},Type Distribution,
Successfully Done,Type Of Call,
Successfully Updated,Type of Proof,
Successfully imported {0},Type something in the search box to search,
Successfully imported {0} out of {1} records.,Type title,
Successfully reset onboarding status for all users.,UI Tour,
Successfully updated translations,UID,
Successfully updated {0},UIDNEXT,
Successfully updated {0} out of {1} records.,UIDVALIDITY,
Suggest Optimizations,UOM Conversion factor ({0} -> {1}) not found for item: {2},
Suggested Indexes,UOM Conversion factor is required in row {0},
Suggested Username: {0},UOM Name,
Sum,UOM {0} not found in Item {1},
Sum of {0},UPC-A,
Summary,URL,
Sunday,URL must start with http:// or https://,
Suspend Sending,Unlinked logs,
Switch Camera,Unmarked Attendance for days,
Switch Theme,Unmarked Check-in Logs Found,
Switch To Desk,Unmarked Days,
Switch to Frappe CRM for smarter sales,Unmarked days,
Switching Camera,Unpaid,
Symbol,Unpaid Expense Claim,
Sync,Unpaid and Discounted,
Sync Calendar,Unplanned machine maintenance,
Sync Contacts,Unpublish,
Sync events from Google as public,Unread Notification Sent,
Sync on Migrate,Unrealised Exchange Gain/Loss Account,
"Sync token was invalid and has been reset, Retry syncing.",Unrealised Profit / Loss Account,
Sync with Google Calendar,Unrealised Profit / Loss account for intra-company transfers,
Sync with Google Contacts,Unrealised Profit/Loss account for intra-company transfers,
Sync {0} Fields,Unreconcile Payment Entries,
Synced Fields,Unreconcile Transaction,
Syncing,Unreconciled Amount,
Syncing {0} of {1},Unreconciled Entries,
Syntax Error,Unreserve,
System,Unresolved,
System Console,Unsafe SQL query,
System Generated Fields can not be renamed,Unscheduled,
System Health,Unsecured Loans,
System Health Report,Unselect All,
System Health Report Errors,Unset Matched Payment Request,
System Health Report Failing Jobs,Unsettled,
System Health Report Queue,Unsettled Transactions,
System Health Report Tables,Unshared,
System Health Report Workers,Unsigned,
System Manager,Unsubscribe,
System Manager privileges required.,Unsubscribe Method,
System Notification,Unsubscribe Params,
System Notifications,Unsubscribe from this Email Digest,
System Page,Unsubscribed,
System Settings,Until,
System managers are allowed by default,Untracked Hours,
T,Unzip,Number system
Tab Break,Upcoming Shifts,
Tab Label,Update,
Table,Update Account Name / Number,
Table Break,Update Account Number / Name,
Table Field,Update Amendment Naming,
Table Fieldname,Update Auto Repeat Reference,
Table Fieldname Missing,Update BOM Cost Automatically,
Table HTML,Update BOM cost automatically via scheduler based on the latest Valuation Rate/Price List Rate/Last Purchase Rate of raw materials,
Table MultiSelect,Update Billed Amount in Delivery Note,
Table Trimmed,Update Billed Amount in Purchase Order,
Table updated,Update Billed Amount in Sales Order,
Table {0} cannot be empty,Update Clearance Date,
Tabloid,Update Consumed Material Cost In Project,
Tag,Update Cost,
Tag Link,Update Cost Centre Name / Number,
Tags,Update Current Stock,
Take Backup,Update Existing Price List Rate,
Take Backup Now,Update Existing Records,
Take Photo,Update Hooks Resolution Order,
Target,Update Items,
Task,Updating counter may lead to document name conflicts if not done properly,
Team Members,User has not applied rule on the invoice {0},
Team Members Heading,User is mandatory for Share,
Team Members Subtitle,User must always select,
Telemetry,User with email address {0} does not exist,
Template,User {0} cannot be renamed,
Template Error,User {0} does not exist,
Template File,User {0} does not have access to this document,
Template Options,User {0} has requested for data deletion,
Template Warnings,User {0} is disabled,
Templates,User {0} is disabled. Please contact your System Manager.,
Temporarily Disabled,User {0} is not permitted to access this document.,
Test Data,Utilisation,
Test Job ID,Utilisation %,
Test Spanish,VAT Accounts,
Test email sent to {0},VAT Amount (AUD),
Test_Folder,VAT Audit Report,
Text,VAT on Expenses and All Other Inputs,
Text Align,VAT on Sales and All Other Outputs,
Text Color,Vacancies,
Text Content,Vacancies cannot be lower than the current openings,
Text Editor,Vacancies fulfilled,
Thank you,Valid,
Thank you for spending your valuable time to fill this form,Valid From date not in Fiscal Year {0},
Thank you for your email,Valid From must be after {0} as last GL Entry against the cost centre {1} posted on this date,
Thank you for your feedback!,Valid Login id required.,
Thank you for your interest in subscribing to our updates,Valid Till,
Thank you for your message,Valid Up To,
Thanks,Valid Up To date cannot be before Valid From date,
The Auto Repeat for this document has been disabled.,Valid for Countries,
The CSV format is case sensitive,Valid till date cannot be before transaction date,
"The Client ID obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">
""APIs &amp; Services"" &gt; ""Credentials""
</a>",Validate Attendance,
The Condition '{0}' is invalid,Validate Components and Quantities Per BOM,
The File URL you've entered is incorrect,Validate Frappe Mail Settings,
The Next Scheduled Date cannot be later than the End Date.,Validate Selling Price for Item Against Purchase Rate or Valuation Rate,
The Push Relay Server URL key (`push_relay_server_url`) is missing in your site config,Validity Details,
The User record for this request has been auto-deleted due to inactivity by system admins.,Valuation Field Type,
"The application has been updated to a new version, please refresh this page",Valuation Rate for the Item {0} is required to do accounting entries for {1} {2}.,
The application name will be used in the Login page.,Valuation Rate is mandatory if Opening Stock entered,
The attachments could not be correctly linked to the new document,Valuation Rate required for Item {0} at row {1},
"The browser API key obtained from the Google Cloud Console under <a href=""https://console.cloud.google.com/apis/credentials"">
""APIs &amp; Services"" &gt; ""Credentials""
</a>",Valuation and Total,
The changes have been reverted.,Valuation rate for customer provided items has been set to zero.,
The column {0} has {1} different date formats. Automatically setting {2} as the default format as it is the most common. Please change other values in this column to this format.,Valuation rate for the item as per Sales Invoice (Only for Internal Transfers),
The comment cannot be empty,Valuation type charges cannot be marked as Inclusive,
The contents of this email are strictly confidential. Please do not forward this email to anyone.,Valuation type charges cannot be marked as Inclusive,
The count shown is an estimated count. Click here to see the accurate count.,Value,
The country's ISO 3166 ALPHA-2 code.,Value (G - D),
The document could not be correctly assigned,Value Or Qty,
The document has been assigned to {0},Value Proposition,
"The document type selected is a child table, so the parent document type is required.",Value To Be Set,
The field {0} is mandatory,Value for a check field can be either 0 or 1,
The fieldname you've specified in Attached To Field is invalid,Value for field {0} is too long in {1}.,
The following Assignment Days have been repeated: {0},Variable Name,
The following Header Script will add the current date to an element in 'Header HTML' with class 'header-content',Variables,
The following values are invalid: {0}. Values must be one of {1},Variant Based On,
The following values do not exist for {0}: {1},Variant Based On cannot be changed,
The limit has not set for the user type {0} in the site config file.,Verification Code,
The link will expire in {0} minutes,Verification Link,
The link you trying to login is invalid or expired.,Verification code email not sent.,
"The meta description is an HTML attribute that provides a brief summary of a web page. Search engines such as Google often display the meta description in search results, which can influence click-through rates.",A verification code has been sent to your registered email address.,
"The meta image is unique image representing the content of the page. Images for this Card should be at least 280px in width, and at least 150px in height.",Verification failed; please check the link.,
The name that will appear in Google Calendar,Verify,
The next tour will start from where the user left off.,Verifying...,
The number of seconds until the request expires,Version,
The password of your account has expired.,Video URL,
The process for deletion of {0} data associated with {1} has been initiated.,View Chart of Accounts,
"The project number obtained from Google Cloud Console under <a href=""https://console.cloud.google.com/iam-admin/settings"">
""IAM &amp; Admin"" &gt; ""Settings""
</a>",View Comment,
The reset password link has been expired,View File,
The reset password link has either been used before or is invalid,View Full Log,
The resource you are looking for is not available,View General Ledger,
The role {0} should be a custom role.,View Goals,
The selected document {0} is not a {1}.,View List,
The system is being updated. Please refresh again after a few moments.,View attachments,
